result,1,2,3,4,5,6,7,8,9
1,232,71,10,48,104,6,46,129,35
1,78,226,194,6,188,183,115,21,243
1,245,237,21,103,213,227,16,81,61
-1,224,28,121,226,122,16,11,185,180
-1,21,237,162,189,180,225,36,241,170
1,216,61,71,70,251,83,115,56,23
1,187,184,217,184,79,146,34,28,41
1,255,113,217,180,152,21,134,239,71
-1,119,64,161,71,222,219,30,113,216
1,194,85,36,9,131,48,26,66,63
1,33,169,225,53,42,171,32,78,235
1,222,71,197,179,0,183,118,14,235
-1,6,8,153,29,177,215,195,61,39
1,220,65,126,128,75,170,176,26,112
1,140,117,238,84,249,245,2,75,206
-1,11,20,240,107,140,229,93,105,182
-1,134,41,77,25,27,223,226,19,31
-1,126,186,32,217,171,123,214,161,24
-1,149,64,25,65,235,54,199,94,59
1,186,31,77,175,198,14,77,4,55
1,184,78,216,198,56,50,136,159,44
-1,4,186,237,74,240,68,114,150,245
1,216,231,54,187,247,32,50,59,63
1,61,226,32,132,38,4,30,67,202
-1,113,169,134,180,170,135,233,212,160
-1,2,80,116,234,187,93,74,252,175
-1,133,125,187,155,28,167,163,245,149
-1,95,81,9,68,42,84,88,128,150
1,33,145,189,154,18,29,117,91,102
-1,114,132,165,81,30,194,232,145,204
1,8,204,131,82,214,52,92,47,98
1,237,246,73,162,64,45,106,4,158
-1,37,37,170,120,9,44,98,253,56
-1,118,4,218,230,234,189,120,206,157
1,59,231,188,17,126,254,50,44,100
1,128,195,201,156,38,98,91,14,84
1,147,51,243,228,106,51,59,77,19
-1,144,66,27,37,240,177,135,134,241
-1,90,153,140,131,6,108,1,169,216
-1,137,17,64,135,247,20,84,223,213
1,255,3,125,74,245,144,200,4,94
-1,63,115,161,193,165,72,255,11,184
1,99,105,91,163,61,109,17,43,161
1,104,127,254,71,140,2,45,1,65
-1,218,39,67,97,15,191,195,174,59
-1,81,25,218,78,194,208,124,160,41
-1,0,168,44,77,188,52,15,97,105
-1,40,150,243,25,97,233,232,102,124
1,155,245,79,123,122,158,101,103,198
-1,112,69,102,124,98,16,40,31,220
-1,43,177,154,76,201,149,44,206,221
1,119,72,170,180,235,222,102,3,234
1,228,186,23,229,158,205,36,66,115
-1,252,128,47,64,72,238,192,35,208
-1,138,91,19,59,32,236,36,117,176
-1,91,102,16,81,206,1,233,211,202
-1,60,155,197,214,97,136,212,199,16
1,170,33,189,139,51,174,118,21,231
-1,10,54,94,86,247,234,148,64,216
-1,214,99,154,216,42,120,145,220,155
1,133,191,211,120,14,10,15,161,226
-1,13,23,15,47,154,25,144,232,9
-1,41,0,211,150,40,104,199,165,141
1,110,111,127,199,158,254,2,131,135
-1,85,33,204,206,41,173,235,9,107
-1,47,102,4,135,176,38,24,188,80
-1,9,108,145,100,221,18,151,54,183
1,230,86,24,130,92,104,43,44,3
1,219,240,101,229,141,133,47,122,103
-1,60,168,41,188,31,68,86,194,31
-1,129,255,71,203,44,158,169,231,196
-1,64,157,114,166,17,135,207,148,36
-1,73,7,100,142,99,1,9,60,152
-1,205,40,38,39,0,197,103,144,148
1,62,151,222,114,201,17,120,129,62
1,248,92,205,238,104,239,87,44,142
1,32,165,222,113,46,179,70,187,9
1,249,112,238,169,54,189,104,34,64
1,191,182,153,247,161,185,103,164,252
-1,88,51,95,203,229,86,146,146,77
-1,178,253,44,38,40,16,220,133,195
1,151,60,89,170,21,218,91,126,37
1,160,159,58,117,59,73,234,62,69
1,217,234,232,37,143,133,208,199,145
1,218,214,149,215,91,35,113,44,203
1,188,43,176,56,135,216,33,163,28
1,226,54,13,22,124,227,114,140,37
1,10,237,102,244,238,8,42,121,175
1,85,12,251,161,61,182,5,89,110
-1,231,135,79,233,192,47,255,176,48
1,84,68,243,250,6,199,8,104,82
-1,52,186,142,186,57,157,211,75,153
-1,35,170,111,118,109,33,45,228,57
1,82,160,87,58,128,198,34,14,133
-1,201,110,13,23,249,160,144,183,118
1,215,201,46,19,107,110,175,38,203
1,113,149,172,82,8,217,18,121,174
1,2,178,249,11,122,63,208,38,136
1,50,199,226,26,87,251,52,137,65
1,237,240,15,183,32,99,56,212,222
-1,38,28,25,141,3,175,176,59,225
-1,32,26,210,174,53,155,227,213,151
-1,201,117,10,162,253,207,187,207,16
-1,119,65,10,48,98,82,142,193,55
-1,16,117,103,98,112,48,170,211,87
-1,68,23,3,16,249,41,34,135,137
-1,137,96,138,51,100,233,169,170,103
1,97,208,107,236,236,217,28,95,27
-1,172,28,39,154,251,107,152,51,214
1,208,6,178,126,164,119,237,55,84
1,183,200,56,176,118,64,88,225,47
1,193,8,120,67,165,33,99,180,30
1,121,202,21,33,38,29,249,45,21
-1,152,54,2,47,237,244,29,183,181
-1,253,57,25,124,185,80,246,98,16
1,99,238,169,93,93,74,148,218,124
1,148,210,247,92,231,212,102,168,248
1,255,108,210,86,66,134,181,205,179
-1,152,99,80,32,175,147,187,146,101
1,102,111,254,43,134,127,8,58,145
-1,221,95,98,134,120,133,216,143,109
1,122,98,239,108,227,156,55,188,78
1,179,211,189,165,233,232,68,182,217
-1,133,20,114,104,49,172,21,140,114
1,129,210,200,105,33,66,172,238,105
1,228,226,175,105,33,210,245,39,199
1,173,127,147,57,207,233,74,115,122
-1,83,173,75,94,221,172,16,247,186
-1,82,87,84,122,51,116,206,197,44
-1,13,84,185,192,204,191,128,30,185
1,133,129,4,134,252,75,22,11,82
1,143,194,198,122,110,231,18,81,14
-1,67,19,78,204,135,69,224,154,238
-1,9,123,19,189,24,221,62,231,45
-1,235,122,34,219,207,39,204,254,47
1,228,188,245,160,93,84,245,48,206
-1,47,177,4,61,34,204,134,42,170
-1,57,141,18,27,42,212,131,168,34
1,232,15,96,3,190,45,51,109,104
-1,152,73,234,142,97,93,245,155,103
1,175,252,48,149,28,82,160,25,178
1,11,137,225,240,171,99,121,62,179
1,57,135,255,101,166,24,197,182,61
1,234,254,36,181,78,166,58,226,27
-1,169,64,164,95,108,103,172,238,24
-1,16,2,22,149,247,119,226,40,207
-1,57,205,0,254,192,220,81,167,167
-1,170,237,88,191,149,239,237,227,229
-1,75,79,59,238,228,155,114,164,154
1,228,59,255,206,220,234,87,249,140
1,164,201,176,27,110,158,37,192,50
1,206,9,166,252,250,76,49,63,110
-1,72,33,157,232,63,27,214,92,15
-1,14,26,166,222,3,251,200,107,178
1,127,157,220,204,65,32,46,84,44
-1,22,50,34,167,56,13,83,33,190
-1,138,11,87,85,70,151,127,129,243
-1,99,117,56,174,4,212,241,218,135
-1,159,100,78,184,175,41,24,152,210
1,202,128,17,152,84,80,182,61,35
-1,26,106,152,25,190,176,107,177,206
-1,216,117,44,191,146,1,192,163,222
-1,139,60,1,112,180,231,239,62,104
1,203,2,99,11,134,210,23,83,78
-1,68,185,12,3,199,27,68,149,87
1,174,39,27,55,131,187,115,95,7
1,55,254,65,52,217,195,95,199,59
-1,219,242,21,133,161,16,137,152,212
1,8,166,222,15,243,72,37,39,248
1,240,242,93,217,33,147,95,1,20
1,230,155,43,214,232,241,161,58,147
-1,106,16,204,208,208,201,210,186,210
-1,65,120,163,149,101,114,21,231,167
1,138,238,220,91,153,106,148,167,233
1,59,255,79,228,14,166,193,134,57
1,88,54,148,4,90,107,139,85,60
1,171,131,160,74,0,71,60,215,179
1,49,168,183,206,233,129,12,47,248
1,234,222,182,34,143,166,7,108,230
1,130,229,238,112,40,231,105,200,231
1,160,189,193,150,244,113,74,83,212
1,13,218,109,94,251,42,127,66,95
1,154,92,214,110,0,161,166,166,63
-1,152,15,137,170,249,204,35,210,210
1,211,242,202,255,150,160,225,141,156
-1,48,180,142,240,200,240,253,124,105
-1,75,136,160,75,210,19,148,246,102
1,186,170,212,122,37,224,204,74,247
-1,56,77,59,103,144,32,216,87,221
1,251,154,207,209,82,17,191,154,204
-1,15,186,156,132,84,209,218,61,243
1,149,196,32,20,70,15,137,70,47
-1,74,47,179,30,72,90,4,186,131
-1,101,254,199,198,95,150,252,138,202
1,136,198,15,43,190,47,93,181,16
-1,59,64,25,213,117,131,92,138,133
-1,39,18,179,151,182,91,76,56,193
-1,98,184,143,72,187,234,230,158,215
-1,80,75,76,93,92,197,130,77,237
-1,102,17,14,104,127,85,34,125,89
1,248,187,146,246,193,151,195,36,143
-1,163,78,132,111,223,118,132,189,110
-1,2,248,61,195,91,179,225,115,127
1,35,192,116,73,151,44,174,85,72
1,249,169,91,140,6,249,134,58,141
1,157,94,220,237,165,34,52,8,214
-1,14,94,238,122,41,75,217,97,50
1,172,61,12,57,45,65,11,166,0
-1,67,186,5,52,1,205,147,219,1
-1,111,72,232,158,25,231,185,112,157
1,237,69,223,130,15,49,31,118,64
-1,37,170,19,231,89,141,200,205,46
1,113,238,232,138,57,216,77,197,90
-1,58,39,135,23,60,71,119,41,83
1,104,137,157,56,113,56,21,4,74
1,250,231,229,140,154,159,218,216,129
1,171,133,89,231,105,247,223,28,109
1,246,231,235,24,79,126,114,14,238
-1,177,77,91,194,123,30,130,119,112
-1,212,8,147,139,131,119,166,154,76
1,241,19,225,79,212,109,57,77,187
-1,169,243,113,20,185,33,104,228,228
1,62,163,234,192,233,253,11,161,29
-1,9,191,158,45,197,113,250,73,173
-1,109,144,116,75,185,223,141,181,253
1,252,227,97,22,10,84,228,93,228
1,186,200,250,4,38,211,75,97,48
-1,209,112,64,58,28,187,138,214,164
1,134,228,24,12,138,156,25,81,221
-1,73,84,64,45,61,36,132,88,252
1,136,98,237,173,157,207,193,188,9
-1,2,116,184,129,92,240,150,91,236
1,82,251,113,243,35,8,212,118,33
1,220,119,185,48,15,225,7,33,37
1,50,238,30,92,231,144,50,35,126
-1,174,22,0,140,50,217,167,239,130
-1,160,6,177,32,118,26,192,83,151
-1,119,152,8,50,250,107,39,173,194
1,136,237,30,55,127,116,51,103,20
1,199,0,48,180,158,19,76,51,37
1,52,239,2,200,64,194,55,58,143
-1,109,114,62,185,73,77,228,140,195
-1,165,90,175,40,20,56,151,251,108
-1,112,123,228,16,15,24,192,204,89
-1,38,16,184,34,194,43,23,171,48
1,66,32,136,155,156,27,1,152,26
1,236,93,82,96,126,14,38,90,139
-1,17,80,159,118,14,171,226,189,155
-1,211,69,173,132,29,80,136,221,240
1,103,128,46,210,226,110,71,12,13
-1,104,35,219,100,165,233,201,55,222
-1,12,159,199,45,19,107,213,163,148
1,199,108,179,21,195,8,78,53,51
-1,158,136,75,27,39,0,221,142,212
-1,151,190,24,241,137,57,122,131,126
-1,157,165,136,53,158,230,225,211,120
1,4,160,233,152,43,236,177,21,2
1,71,175,8,130,140,56,2,70,44
1,196,254,255,113,107,98,23,64,31
1,64,92,73,35,79,25,51,72,51
1,141,110,248,113,21,168,56,183,1
1,147,99,144,45,253,111,13,17,25
1,248,255,177,223,144,55,157,138,239
1,211,204,170,62,122,149,170,244,111
-1,99,115,231,65,212,72,107,248,202
-1,177,51,92,18,98,79,228,47,123
-1,176,92,62,191,159,228,236,133,48
-1,114,48,184,101,79,145,130,248,230
-1,92,128,227,113,153,177,93,163,193
1,168,165,172,170,167,230,205,137,12
-1,147,51,126,97,171,160,121,250,199
1,115,154,126,40,202,236,20,142,154
-1,48,161,167,240,14,166,53,162,228
-1,2,121,171,48,158,193,244,16,63
-1,8,218,108,64,95,181,229,246,112
-1,8,4,3,119,155,127,204,202,128
-1,126,34,51,47,54,37,215,81,69
-1,43,3,2,37,46,9,95,88,135
1,192,29,234,223,178,171,187,123,96
-1,107,64,219,150,112,169,155,190,45
1,109,98,136,72,10,113,31,35,33
1,23,103,223,155,121,147,7,137,169
1,184,36,252,1,178,221,68,213,139
-1,158,105,33,109,97,19,71,123,229
-1,40,57,134,66,203,78,201,13,64
1,244,93,124,221,241,149,43,176,39
-1,14,88,109,217,123,106,191,61,38
1,231,34,52,69,47,171,25,35,189
1,55,139,6,240,17,72,43,77,52
-1,117,25,231,143,123,70,175,91,253
-1,34,244,15,211,106,178,148,243,178
1,219,186,205,245,77,237,208,168,61
1,209,110,150,79,197,65,109,50,105
-1,160,98,113,99,219,76,222,202,47
-1,7,69,101,58,65,52,191,253,149
1,102,154,19,130,65,59,79,77,73
-1,92,88,98,189,70,251,196,51,118
1,201,154,203,36,52,78,47,93,193
-1,110,138,51,120,43,228,13,222,199
-1,136,12,71,44,107,175,89,25,149
-1,43,227,46,0,42,115,218,122,99
1,232,249,105,1,208,10,182,55,52
-1,30,93,82,25,8,144,81,202,35
1,151,251,215,21,36,213,121,221,160
-1,27,125,75,87,144,125,251,214,118
1,114,249,51,231,170,105,89,69,221
-1,38,155,91,6,168,118,98,146,171
-1,210,24,12,130,72,128,143,190,146
-1,84,75,10,243,1,46,233,149,243
1,138,225,197,178,201,215,118,121,234
-1,26,118,7,58,22,173,116,139,79
1,108,153,226,81,246,121,142,7,126
-1,82,132,23,122,173,38,141,40,197
1,144,240,185,179,4,133,56,9,13
1,215,59,230,53,137,219,251,42,120
1,242,196,115,110,2,112,180,212,99
1,156,246,208,167,71,252,161,27,97
1,230,234,229,57,24,234,127,224,1
-1,53,148,10,156,175,139,87,45,238
1,78,248,129,188,227,130,99,223,24
-1,233,19,166,186,224,141,237,140,181
1,181,249,146,253,101,26,41,170,120
-1,31,130,91,227,214,61,69,221,158
1,170,3,138,117,120,82,25,52,76
-1,92,8,120,20,215,138,220,254,61
1,45,200,186,119,179,200,66,97,249
1,138,145,102,157,16,160,93,233,52
1,227,232,151,19,42,38,214,115,84
-1,45,52,188,227,235,88,198,6,102
1,161,190,172,36,91,46,248,249,17
1,246,51,223,159,138,204,81,176,93
-1,52,24,245,207,17,194,164,198,186
-1,25,16,63,97,251,65,153,39,189
-1,109,4,128,180,174,210,119,194,14
-1,5,57,107,255,45,165,186,245,115
1,245,106,192,118,138,222,2,156,61
1,67,131,184,143,213,15,16,166,70
-1,20,229,85,173,231,134,190,217,229
-1,101,206,71,13,26,184,239,188,192
1,83,151,66,37,208,53,145,11,87
1,253,181,203,113,99,121,138,246,165
1,215,132,176,65,42,17,91,152,239
-1,55,54,178,95,249,95,195,214,151
1,64,145,139,31,177,106,13,72,24
-1,241,7,149,210,150,68,98,131,176
-1,139,90,35,174,101,129,179,197,239
1,136,19,212,47,208,177,123,67,143
1,219,220,228,3,143,11,148,247,224
1,229,232,129,0,152,235,186,130,117
-1,4,70,85,229,46,245,163,117,187
1,109,187,245,255,74,49,46,48,132
1,233,63,73,45,230,103,118,124,37
-1,95,106,107,58,81,137,250,228,233
1,180,142,162,214,24,79,133,103,174
-1,145,128,90,245,247,47,167,225,161
-1,73,42,24,34,212,145,219,32,149
1,237,82,119,210,220,9,214,112,2
-1,22,138,8,148,251,95,236,40,160
-1,53,35,91,66,16,38,20,34,176
-1,113,33,170,199,207,140,166,42,113
1,84,211,71,19,229,195,62,144,83
-1,215,68,39,252,112,165,195,212,133
-1,108,106,14,184,173,51,220,97,231
1,231,27,196,22,142,191,153,64,152
1,80,190,195,20,237,57,200,18,221
-1,138,226,62,36,204,86,222,152,240
1,177,95,204,30,107,82,141,139,57
1,99,46,179,17,208,50,13,7,68
-1,2,204,85,165,96,67,191,192,125
-1,210,207,182,231,255,126,193,225,209
1,45,71,198,52,62,57,33,1,243
-1,174,99,73,226,125,54,185,199,11
-1,176,111,9,122,198,184,150,254,211
-1,8,61,145,133,175,237,107,202,181
-1,49,45,47,245,58,210,27,18,136
1,203,190,48,232,166,0,7,87,198
-1,6,239,18,31,77,191,99,61,213
1,72,203,73,134,16,105,145,33,128
-1,200,190,25,169,9,238,168,247,148
-1,32,54,154,213,42,165,76,145,239
-1,150,163,19,99,75,153,136,74,132
1,18,54,146,63,173,251,22,48,137
-1,12,177,5,169,15,3,168,140,23
-1,102,102,215,197,243,209,223,235,58
-1,197,255,0,206,174,31,236,67,222
1,207,169,176,177,40,94,117,247,88
-1,37,17,185,130,230,167,169,33,101
1,148,77,179,145,100,33,122,13,10
-1,115,50,76,62,147,131,21,243,63
1,217,37,134,29,25,182,70,171,82
1,187,207,86,191,77,34,57,252,144
1,251,12,187,138,203,234,160,117,157
1,167,61,122,59,253,57,47,173,55
-1,99,185,17,38,100,90,82,239,229
-1,25,67,217,127,183,115,137,174,121
-1,36,37,113,112,249,7,138,128,229
1,209,241,144,240,45,61,126,82,10
1,239,255,22,86,192,246,35,189,130
1,17,188,224,100,88,191,102,91,147
-1,7,138,129,110,190,230,186,138,82
-1,197,208,158,95,57,140,246,181,219
-1,42,74,226,119,155,221,95,254,156
1,244,154,75,83,16,166,117,205,147
-1,148,93,15,14,170,131,203,162,97
-1,219,52,200,8,148,153,135,153,253
1,201,165,48,136,251,232,111,244,19
-1,119,79,188,186,238,122,71,202,224
1,216,131,47,217,0,142,56,198,58
-1,74,222,57,80,148,23,93,226,101
1,234,197,228,132,115,19,47,220,96
-1,10,57,37,232,204,208,111,0,37
1,229,37,230,224,87,104,69,21,252
-1,15,122,113,45,54,129,187,156,31
1,195,159,151,121,203,83,89,34,203
1,138,143,131,95,53,44,54,90,22
1,163,160,203,159,245,147,85,155,47
1,126,98,228,209,88,224,63,30,236
1,122,255,183,7,115,210,95,54,174
-1,121,152,22,195,164,193,149,207,93
-1,1,134,50,110,175,169,97,92,237
-1,211,132,164,15,177,255,222,90,235
1,220,79,161,32,208,224,234,27,4
1,166,139,24,192,90,144,128,51,109
-1,41,36,153,46,163,180,222,153,207
-1,57,209,79,194,115,221,45,68,245
-1,157,179,57,43,18,96,210,144,157
-1,29,51,20,147,67,218,56,25,70
1,215,178,127,222,230,104,142,151,152
1,63,245,191,210,184,228,194,162,118
1,145,177,141,199,101,173,100,248,75
1,46,60,169,188,117,42,50,54,70
1,121,18,204,47,131,62,86,117,10
-1,156,156,23,122,146,139,176,92,199
-1,171,250,180,124,50,15,211,248,181
-1,9,23,188,31,15,45,49,175,238
1,9,177,151,146,24,112,11,171,35
-1,215,84,130,80,222,65,129,160,181
1,181,133,237,7,223,235,188,154,5
-1,15,36,246,42,163,148,87,241,210
-1,21,172,57,41,66,178,248,70,82
1,90,44,117,158,157,7,26,83,71
-1,41,107,75,164,222,47,139,179,191
1,226,78,174,120,32,236,198,34,110
-1,217,25,83,188,50,242,217,145,127
1,216,151,167,185,172,218,51,102,248
-1,211,52,53,173,172,156,165,239,23
1,95,212,173,228,197,159,9,67,79
-1,121,235,176,2,21,190,245,206,224
-1,75,82,160,27,112,175,221,174,59
-1,31,63,157,34,213,242,182,154,245
1,241,98,208,78,178,242,166,107,89
-1,214,64,121,30,193,85,75,252,105
-1,134,52,77,134,209,116,192,4,242
1,212,129,63,89,135,185,234,38,122
-1,159,92,54,89,147,199,146,153,58
-1,24,31,50,75,161,216,98,251,6
-1,1,199,199,106,43,145,27,127,245
-1,135,61,32,136,104,246,148,253,67
1,250,32,192,83,218,137,32,124,54
1,229,224,28,77,6,183,75,85,144
1,97,123,179,176,14,41,154,1,29
-1,30,157,118,35,201,19,151,233,248
-1,60,90,119,24,151,246,158,238,223
-1,235,113,54,160,252,191,100,253,224
-1,79,18,150,34,139,149,152,148,72
-1,172,20,113,253,25,232,240,79,121
1,156,195,215,223,169,207,125,74,84
1,80,81,247,40,235,43,72,141,2
-1,188,78,147,180,79,34,240,225,121
-1,176,28,198,18,23,58,90,236,194
1,238,216,193,111,208,65,228,109,192
-1,135,29,37,233,247,29,147,205,192
-1,191,113,180,244,24,202,120,235,145
1,246,86,188,211,188,213,38,51,162
1,14,145,219,119,169,208,13,116,55
1,205,248,8,106,79,242,219,92,98
-1,224,9,91,233,124,65,24,212,141
1,109,188,240,182,232,83,77,221,223
-1,70,54,55,89,163,202,13,123,51
1,49,106,247,48,165,38,68,155,144
1,241,243,254,64,207,172,239,193,252
-1,41,62,162,149,224,252,204,202,112
-1,70,62,71,43,19,10,201,60,76
1,112,93,254,130,68,244,19,162,21
1,19,231,233,87,200,91,212,126,52
-1,212,194,50,82,230,193,183,163,118
1,76,198,190,204,9,164,53,247,86
-1,49,174,149,215,32,160,191,177,215
-1,49,130,143,147,224,126,236,212,1
1,90,164,69,173,22,190,68,196,52
1,144,190,233,25,214,86,226,109,188
1,244,246,39,194,4,254,117,64,33
1,237,172,74,59,144,36,132,183,59
-1,26,217,25,214,56,130,232,115,186
-1,71,221,22,147,153,46,160,107,145
-1,167,94,48,252,170,218,213,22,216
1,45,242,252,54,136,197,81,92,120
1,204,253,140,18,49,34,11,161,220
1,246,206,27,155,30,64,160,164,91
-1,107,77,250,117,93,177,184,139,161
1,253,68,60,107,247,89,122,71,167
-1,5,226,190,198,132,37,123,221,166
-1,125,55,213,148,175,158,109,201,154
1,170,5,192,241,144,69,206,28,82
-1,80,192,66,97,183,226,142,78,212
1,204,4,159,124,179,136,118,0,86
-1,86,102,121,26,92,62,226,192,132
-1,33,26,129,242,55,111,246,150,38
-1,58,91,174,189,241,90,102,174,83
1,148,140,192,44,168,167,224,155,14
1,161,89,130,42,65,254,34,45,121
-1,128,21,252,255,42,147,234,184,119
-1,26,154,255,104,62,20,253,74,140
1,88,165,181,134,159,85,132,55,92
-1,128,176,44,211,97,211,182,162,124
1,117,137,175,123,6,124,197,41,6
-1,180,114,101,235,47,198,219,35,201
1,218,214,112,153,135,1,215,187,17
1,163,226,217,15,234,233,158,255,55
1,185,48,123,68,183,127,227,30,85
1,133,130,239,245,91,56,70,81,17
-1,77,153,6,181,49,25,208,16,114
1,243,103,108,178,101,50,41,114,211
-1,188,232,10,141,110,123,242,120,94
1,141,39,196,67,132,244,20,126,189
-1,16,100,164,115,72,206,86,195,47
-1,112,65,108,8,36,126,70,104,250
-1,247,78,167,28,152,19,212,129,169
1,52,44,16,205,24,34,20,6,61
1,3,244,8,141,226,26,113,93,45
-1,170,54,139,137,67,176,210,121,224
-1,241,24,127,107,237,252,131,198,184
-1,129,94,183,51,132,33,196,142,156
1,39,112,117,176,75,119,52,95,80
-1,114,126,219,205,181,79,97,243,193
-1,177,0,56,212,104,66,177,244,166
1,111,163,218,40,120,15,0,145,69
1,241,172,191,152,101,149,105,148,216
-1,16,56,169,43,240,126,249,47,160
1,245,156,153,239,250,22,113,111,180
1,223,249,194,3,244,37,51,137,195
1,15,197,124,234,144,229,58,61,51
1,152,106,212,172,75,94,69,198,133
-1,145,253,102,190,218,218,211,251,181
1,92,114,238,211,117,122,19,253,144
-1,48,75,59,138,87,197,197,222,214
1,147,203,226,181,129,55,79,231,87
1,240,77,60,94,123,66,1,153,72
-1,92,186,81,31,230,216,120,209,175
1,127,66,86,103,198,39,69,134,51
-1,111,211,59,144,50,28,195,128,188
1,192,85,6,195,233,111,67,82,48
-1,100,10,229,86,231,112,100,69,236
-1,156,72,16,49,74,44,252,204,94
-1,134,103,73,69,34,208,66,221,127
-1,193,88,15,122,246,56,225,159,146
-1,219,100,27,182,109,207,187,234,176
-1,84,203,40,186,2,27,197,88,174
1,143,71,93,40,90,80,68,33,177
1,113,89,107,224,130,64,94,33,26
-1,190,51,170,112,151,63,192,86,158
-1,139,93,203,208,59,173,237,111,202
-1,50,178,171,136,99,46,251,174,37
1,175,118,215,131,171,164,187,122,118
1,91,183,213,210,220,240,25,163,46
-1,220,31,23,118,0,97,180,65,65
-1,10,137,13,197,229,58,255,98,232
-1,163,253,119,87,146,57,214,220,183
1,140,90,16,58,197,98,26,10,186
-1,50,107,225,156,88,19,221,205,114
1,133,186,33,94,117,252,41,234,10
-1,104,96,116,138,88,169,176,23,136
-1,116,102,28,204,82,224,229,11,12
-1,48,84,208,23,87,69,112,59,208
-1,68,202,247,24,19,75,247,255,202
-1,37,123,207,214,195,241,109,82,233
-1,159,37,52,33,192,238,184,228,240
1,80,175,175,29,125,214,182,200,27
-1,35,128,179,152,237,254,149,38,156
1,199,37,140,15,38,43,154,47,116
1,168,104,100,243,233,37,88,101,53
-1,207,37,49,103,22,238,197,44,78
1,124,166,114,151,159,133,15,220,25
1,175,223,214,193,68,128,214,171,216
-1,123,80,22,29,178,230,250,240,92
-1,31,127,221,210,9,181,36,246,220
-1,45,204,27,48,8,233,90,158,160
-1,75,67,129,208,153,29,58,193,118
1,78,221,57,40,128,50,108,29,65
-1,51,33,173,37,61,129,83,128,58
-1,42,200,233,133,98,45,235,254,56
-1,28,183,26,164,154,59,197,194,239
1,162,130,90,133,234,47,65,77,208
-1,79,43,240,227,238,235,194,64,126
-1,66,135,219,113,116,32,246,63,166
-1,62,26,185,157,190,150,170,151,230
-1,31,137,45,143,178,26,253,107,51
1,101,196,131,187,117,137,163,185,52
1,228,56,27,241,106,246,78,139,4
1,235,212,160,181,93,241,184,198,221
-1,67,240,206,195,219,54,173,201,144
1,228,161,0,216,254,202,15,164,163
-1,87,177,58,233,149,135,9,193,200
-1,20,188,18,119,205,216,8,77,201
1,96,171,128,147,21,156,32,14,158
-1,206,40,74,180,19,27,50,128,216
-1,139,91,17,59,199,117,236,21,47
1,88,251,105,201,227,241,30,176,190
-1,41,86,213,205,81,39,201,136,229
1,254,91,193,229,252,211,113,111,9
-1,126,202,4,7,218,59,86,216,92
1,174,123,29,43,3,173,80,29,35
-1,115,40,208,179,233,141,234,150,190
1,199,96,195,193,163,254,108,38,193
1,161,217,56,225,193,88,31,30,5
-1,129,72,17,236,78,149,71,133,208
-1,232,43,173,223,15,47,215,210,127
1,118,154,229,16,145,152,134,76,41
1,251,58,104,54,43,171,185,55,103
-1,96,148,165,199,163,152,143,240,220
-1,9,174,252,91,6,247,123,251,153
1,235,252,251,158,122,46,142,135,226
-1,24,154,235,196,173,34,179,214,26
-1,47,88,3,186,11,234,175,164,111
1,214,224,230,246,27,57,50,77,182
1,205,215,166,136,148,227,216,71,14
1,213,28,130,138,254,214,118,185,43
-1,157,130,17,104,165,211,180,233,175
1,220,172,174,80,79,48,59,231,140
1,223,170,87,82,159,205,91,11,55
-1,85,113,125,241,171,91,84,214,139
1,199,15,140,253,245,100,92,64,29
-1,94,65,11,233,123,201,156,148,176
1,208,224,227,181,84,8,88,40,66
-1,23,238,30,144,111,76,155,37,242
-1,244,149,18,24,61,140,154,179,122
-1,44,135,112,120,1,168,253,35,89
1,51,132,253,223,157,185,28,102,56
-1,75,217,10,147,127,94,53,208,172
1,99,194,198,88,177,120,135,4,140
1,168,216,235,155,212,183,133,235,238
1,118,191,229,82,33,254,54,192,84
1,47,244,192,67,217,151,56,169,220
1,230,184,30,189,195,91,45,225,33
1,136,199,29,19,128,210,100,165,84
-1,21,126,79,60,127,217,98,59,218
1,146,140,192,9,110,71,102,97,178
1,198,224,124,78,103,251,154,106,162
-1,176,44,3,3,22,240,228,47,113
1,143,97,43,13,203,169,10,50,107
1,79,64,129,67,15,188,101,96,36
1,173,152,78,220,17,53,79,191,33
1,189,59,151,161,72,58,153,110,16
1,72,247,20,104,168,57,169,35,90
-1,10,80,0,29,9,209,157,11,200
1,95,43,240,248,14,122,10,19,207
1,207,45,135,87,219,203,28,221,95
1,20,191,200,64,182,55,161,94,38
-1,144,222,91,101,209,38,254,244,92
-1,219,175,11,86,227,138,254,112,221
-1,60,54,106,9,73,219,32,199,116
1,191,81,253,3,11,127,123,91,20
-1,15,220,8,108,51,249,145,162,143
1,101,173,68,98,99,74,108,120,108
1,232,235,181,229,105,105,5,137,200
-1,253,2,60,100,201,125,218,180,86
1,235,232,98,252,1,251,123,69,92
1,110,244,236,71,150,192,211,136,5
1,232,196,77,91,101,196,188,15,225
1,170,224,215,188,23,17,55,234,63
-1,177,129,69,186,152,225,26,213,199
1,210,112,24,140,147,62,112,61,95
1,238,125,220,157,89,94,236,135,97
-1,24,222,111,25,44,154,217,192,98
-1,198,28,62,6,122,217,59,255,41
-1,107,74,237,252,179,84,183,241,54
1,219,225,52,145,64,38,197,29,1
-1,50,10,145,222,147,242,104,184,15
-1,3,60,203,32,224,14,183,127,114
1,207,88,115,116,185,142,80,78,135
1,242,103,191,108,112,223,12,122,23
